x,y
1.0127964673203387, -1.5673601812751041
2.7905320386505537, -2.0778401483159943
4.568267609980769, -2.579951591307033
6.346003181310984, -3.076484018264839
8.123738752641199, -3.5534898891063254
10.012582797179551, -4.049402425393771
12.012535314926044, -4.5577127750884046
14.123596305880675, -5.068750643732617
16.345765770043442, -5.570862086723654
18.56793523420621, -6.048425859168464
20.90121317157712, -6.497181621550759
23.34559958215617, -6.933359238694493
25.78998599273521, -7.310703595851393
28.23437240331426, -7.635300892330449
30.678758813893303, -7.907151128131659
33.12314522447235, -8.120168103946039
35.567531635051395, -8.270294353567603
38.011918045630445, -8.36767354251132
40.45630445620949, -8.396075805953238
42.90069086678854, -8.36361607630533
45.34507727736759, -8.268265620464607
47.78946368794663, -8.116110637740054
50.23385009852567, -7.894978729513692
52.678236509104714, -7.631243426124463
55.12262291968376, -7.304617396542412
57.56700933026281, -6.923215573179522
60.011395740841856, -6.491095422241777
62.4557821514209, -6.008256943729183
64.78906008879181, -5.512840319978025
66.90012107974644, -5.028829684561478
68.90007359749293, -4.545314961681218
70.90002611523943, -4.039484174668024
72.89997863298592, -3.5088577608404563
74.78882267752428, -3.0011673018161833
76.56655824885448, -2.5074243828749943
78.3442938201847, -1.9997339238507212
80.12202939151493, -1.489253956809831
81.89976496284513, -0.964826449685857
83.56639206096722, -0.4802490570849809
85.23301915908928, 0.011501356130052542
86.89964625721137, 0.5016577647641611
88.56627335533344, 0.9934081779791946
89.5662496142067, 1.2667799636076502
