x,y
0,-8.031518577935044
1,-8.062146285697155
2,-8.076797914705491
3,-8.075455614207014
4,-8.058121019588125
5,-8.024815250382167
6,-7.975578884538561
7,-7.910471908984808
8,-7.829573646541657
9,-7.732982659280476
10,-7.620816628440536
11,-7.493212211052571
12,-7.350324873443205
13,-7.192328701823217
14,-7.019416190190277
15,-6.831798005804679
16,-6.629702732523732
17,-6.4133765923075385
18,-6.183083145235464
19,-5.939102968398782
20,-5.6817333140607
21,-5.411287747500271
22,-5.128095764981409
23,-4.832502392312429
24,-4.524867764485259
25,-4.2055666869064225
26,-3.8749881787543954
27,-3.533534999019641
28,-3.1816231558048345
29,-2.8196813994830734
30,-2.4481507003315808
31,-2.0674837112773545
32,-1.6781442164093012
33,-1.280606565928768
34,-0.8753550982268837
35,-0.4628835497928442
36,-0.04369445367204035
37,0.38170147279303385
38,0.8127859501932004
39,1.249033768496216
40,1.6899134269343103
41,2.13488778155598
42,2.5834146996531637
43,3.0349477202664303
44,3.488936719963495
45,3.9448285830798686
46,4.402067875605111
47,4.860097521893587
48,5.318359483375351
49,5.776295438440188
50,6.2333474626664716
51,6.688958708566153
52,7.142574084017631
53,7.593640928560019
54,8.041609686724753
55,8.485934577584311
56,8.926074259702183
57,9.361492490674024
58,9.79165878045644
59,10.216049037687375
60,10.634146208210678
61,11.045440905027013
62,11.449432028903406
63,11.845627378885462
64,12.23354425196845
65,12.612710031196537
66,12.982662761473735
67,13.342951712385057
68,13.693137927342073
69,14.032794758383908
70,14.361508385982063
71,14.678878323215763
72,14.98451790370358
73,15.278054752696853
74,15.559131240760985
75,15.827404919491766
76,16.082548938736053
77,16.32425244480834
78,16.552220959218037
79,16.766176737446184
80,16.965859107334385
81,17.15102478667364
82,17.321448179606254
83,17.47692165147966
84,17.617255781817217
85,17.742279595097944
86,17.85184076906379
87,17.945805820300876
88,18.024060266868492
89,18.086508767777662
90,18.13307523914947
