0.001 nan nan
0.002 -1.41421 0
0.003 -1.41421 0
0.004 -1.41421 0
0.005 -1.41421 0
0.006 -1.41421 0
0.007 -1.41421 0
0.008 -1.41421 0
0.009 -1.41421 0
0.01 -1.41421 0
0.011 -1.41421 0
0.012 -1.41421 0
0.013 -1.41421 0
0.014 -1.41421 0
0.015 -1.41421 0
0.016 -1.41421 2.60209e-12
0.017 -1.41421 0
0.018 -1.41421 -6.85323e-13
0.019 -1.41421 -6.15082e-13
0.02 -1.41421 0
0.021 -1.41421 0
0.022 -1.41421 0
0.023 -1.41421 -8.39488e-13
0.024 -1.41421 0
0.025 -1.41421 -7.10543e-13
0.026 -1.41421 0
0.027 -1.41421 -6.09176e-13
0.028 -1.41421 0
0.029 -1.41421 -2.64025e-13
0.03 -1.41421 0
0.031 -1.41421 -2.31056e-13
0.032 -1.41421 0
0.033 -1.41421 -6.11693e-13
0.034 -1.41421 0
0.035 -1.41421 1.81261e-13
0.036 -1.41421 0
0.037 -1.41421 0
0.038 -1.41421 3.07541e-13
0.039 -1.41421 2.91972e-13
0.04 -1.41421 6.93889e-13
0.041 -1.41421 1.453e-12
0.042 -1.41421 2.76926e-12
0.043 -1.41421 5.64418e-12
0.044 -1.41421 1.12399e-11
0.045 -1.41421 2.21496e-11
0.046 -1.41421 4.19744e-11
0.047 -1.41421 7.74995e-11
0.048 -1.41421 1.38971e-10
0.049 -1.41421 2.43223e-10
0.05 -1.41421 4.16378e-10
0.051 -1.41421 6.96781e-10
0.052 -1.41421 1.14233e-09
0.053 -1.41421 1.83675e-09
0.054 -1.41421 2.90029e-09
0.055 -1.41421 4.50086e-09
0.056 -1.41421 6.87163e-09
0.057 -1.41421 1.03301e-08
0.058 -1.41421 1.53031e-08
0.059 -1.41421 2.23568e-08
0.06 -1.41421 3.22335e-08
0.061 -1.41421 4.58945e-08
0.062 -1.41421 6.45704e-08
0.063 -1.41421 8.98211e-08
0.064 -1.41421 1.23602e-07
0.065 -1.41421 1.68345e-07
0.066 -1.41421 2.27042e-07
0.067 -1.41421 3.03346e-07
0.068 -1.41421 4.01678e-07
0.069 -1.41421 5.27349e-07
0.07 -1.41421 6.8669e-07
0.071 -1.41421 8.87193e-07
0.072 -1.41421 1.13767e-06
0.073 -1.41421 1.4484e-06
0.074 -1.41421 1.83133e-06
0.075 -1.41421 2.30023e-06
0.076 -1.41421 2.87091e-06
0.077 -1.41421 3.56138e-06
0.078 -1.41421 4.3921e-06
0.079 -1.41421 5.38617e-06
0.08 -1.41421 6.56955e-06
0.081 -1.41421 7.97127e-06
0.082 -1.41421 9.62364e-06
0.083 -1.41421 1.15625e-05
0.084 -1.41421 1.38275e-05
0.085 -1.41421 1.64621e-05
0.086 -1.41421 1.9514e-05
0.087 -1.41421 2.30352e-05
0.088 -1.41421 2.70825e-05
0.089 -1.41421 3.17171e-05
0.09 -1.41421 3.70055e-05
0.091 -1.41421 4.3019e-05
0.092 -1.41421 4.98344e-05
0.093 -1.41421 5.75338e-05
0.094 -1.41421 6.62049e-05
0.095 -1.41421 7.5941e-05
0.096 -1.41421 8.68412e-05
0.097 -1.41421 9.90105e-05
0.098 -1.41421 0.00011256
0.099 -1.41421 0.000127606
0.1 -1.41421 0.000144271
0.101 -1.41421 0.000162685
0.102 -1.41421 0.000182982
0.103 -1.41421 0.000205302
0.104 -1.41421 0.000229794
0.105 -1.41421 0.000256608
0.106 -1.41421 0.000285904
0.107 -1.41421 0.000317845
0.108 -1.41421 0.000352602
0.109 -1.41421 0.000390349
0.11 -1.41421 0.000431266
0.111 -1.41421 0.00047554
0.112 -1.41421 0.00052336
0.113 -1.41421 0.000574923
0.114 -1.41421 0.000630427
0.115 -1.41421 0.000690078
0.116 -1.41421 0.000754083
0.117 -1.41421 0.000822654
0.118 -1.4142 0.000896009
0.119 -1.4142 0.000974367
0.12 -1.4142 0.00105795
0.121 -1.4142 0.00114698
0.122 -1.4142 0.00124169
0.123 -1.4142 0.00134231
0.124 -1.4142 0.00144907
0.125 -1.4142 0.00156221
0.126 -1.41419 0.00168196
0.127 -1.41419 0.00180855
0.128 -1.41419 0.00194224
0.129 -1.41419 0.00208325
0.13 -1.41419 0.00223182
0.131 -1.41418 0.00238819
0.132 -1.41418 0.00255261
0.133 -1.41418 0.0027253
0.134 -1.41418 0.00290651
0.135 -1.41417 0.00309647
0.136 -1.41417 0.00329542
0.137 -1.41417 0.0035036
0.138 -1.41416 0.00372122
0.139 -1.41416 0.00394853
0.14 -1.41416 0.00418575
0.141 -1.41415 0.00443309
0.142 -1.41415 0.0046908
0.143 -1.41414 0.00495908
0.144 -1.41414 0.00523815
0.145 -1.41413 0.00552821
0.146 -1.41413 0.00582949
0.147 -1.41412 0.00614218
0.148 -1.41411 0.00646649
0.149 -1.41411 0.0068026
0.15 -1.4141 0.00715072
0.151 -1.41409 0.00751102
0.152 -1.41408 0.0078837
0.153 -1.41408 0.00826893
0.154 -1.41407 0.00866687
