x,y
0,-1.2834999999999979
3,-2.0793140360441984
6,-2.8593778196798842
9,-3.615144808854701
12,-4.3383346622808405
15,-5.021023960586959
18,-5.6557330169588935
21,-6.2355078261536265
24,-6.753996254035941
27,-7.205517632889279
30,-7.585124999999999
33,-7.88865929761609
36,-8.112794940454233
39,-8.255076251508095
42,-8.313944366959491
45,-8.288754315416593
48,-8.179782084355459
51,-7.9882215963435
54,-7.716171628173989
57,-7.366612816228301
60,-6.943375000000001
63,-6.451095261571892
66,-5.895167120774347
69,-5.281681442653395
72,-4.617359704678651
75,-3.909480354829633
78,-3.165799067396565
81,-2.3944637701898746
84,-1.6039253741380457
87,-0.8028451833390234
90,-1.6979760520766871e-15
